name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
PHP-программист,"В Нижегородский офис одной из ведущих компаний интернет-разработок ищем специалистов, увлеченных веб-разработкой, для усиления направления собственных продуктов и клиентского сервиса. Обязанности:  Разработка проектов Заказчиков; Поддержка разработанных ресурсов; Разработка собственного продукта;  Требования:  Умение и навыки разбираться в чужом коде; Опыт работы с клиент-северными приложениями (REST API, JSON); Опыт работы по Scrum; Опыт работы с PHP-фреймворками будет плюсом (Laravel, Symfony); Опыт с 1С-Битрикс тоже может быть полезен; Ответственность и пунктуальность при работе в распределенной команде;  Условия:  Интересные задачи, увлекательные проекты, использование передовых технологий и языков, и не только; Стимулирование карьерного и профессионального роста; В офисе в центре; ","PHP, Laravel, ООП, MySQL, 1С-Битрикс, REST API, JSON API, Битрикс 24",От 1 года до 3 лет,Нет,PRE>fix,60900,60000,Без вычета налогов,Рубли,Нижний Новгород,05:05:45 02/12/2013
Руководитель проектов M&A (инвестиционный менеджер),"Нaш клиент, крупный бaнк, ищет в комaнду Руководителя проектов M&amp;A (инвестиционного менеджера), который приcоединитcя к рaботе нaд cделкaми M&amp;A и VC. Оcновными нaпрaвлениями рaботы будут инвеcтиционные cделки c проектaми технологичеcкого (IT / интернет, финтех) и финaнcового cекторa (бaнки, cтрaховые, НПФ), a тaкже в отрacлях, деятельноcть которых cоответcтвует приоритетным нaпрaвлениям cтрaтегии Бaнкa. Задачи:  Координация проектной команды в рамках подготовки и исполнения сделки на всех этапах от инициации до реализации Участие в формировании команды и подборе сотрудников Инвестиционный процесс Определение и предварительный анализ M&amp;A-целей в рамках стратегических задач. Подготовка инвестиционных предложений Аналитическое покрытие по проектам, включая анализ рынка, сбор информации от экспертов, предварительный анализ отчетности, необходимые для выполнения оценки стоимости бизнеса Оценка синергии и экономической эффективности проектов Постановка целей аналитикам, организация и контроль построения финансовых моделей, написание пояснительных записок, аналитических отчётов, подготовка презентаций Участие в переговорах с продавцами активов, их консультантами и представителями Структурирование сделок и подготовка документов по сделкам: term sheet, SPA, SHA. Подготовка и разработка документов по формированию и продвижению инвестиционного проекта: обоснование инвестиций, бизнес-планов, инвестиционных меморандумов Участие в защите проектов на коллегиальных органах управления  Ожидания работодателя:  Высшее экономическое/финансовое образование Участие в M&amp;A/инвест- проектах от 5-7 лет/ руководство M&amp;A/инвест- проектами от 3 лет Опыт работы в инвестиционных банках, фондах прямых инвестиций, компаниях Биг4 по направлению M&amp;A/corporate finance, inhouse M&amp;A/стратегия крупных холдингов крупных холдингов (телеком, ритейл, финсектор, ИТ) Опыт сделок в следующих секторах: FinTech, e-Comm, IT, AI&amp;ML, Cybersecurity, Mobility&amp;Logistics, EdTech, AdTEch, HRTech, DeepTech, банковский, страховой, ритейл Опыт ведения нескольких проектов одновременно  Технические навыки  Наличие знаний в области корпоративных финансов, оценки бизнеса и инвестиционной эффективности проектов, знание инструментов акционерного и долгового финансирования Наличие CFA является плюсом  Специализированные навыки  Знание законодательства в сфере банковской деятельности, знание банковских процессов и банковских продуктов в B2B и B2G-сегменте Опыт цифровой трансформации бизнеса Знание цифровых бизнес-моделей и экосистем российских компаний Опыт разработки стратегии развития портфельных компаний Опыт корпоративного управления ДЗО / портфельными компаниями Опыт взаимодействия с основными участниками рынка - финансовые и юридические консультанты, инвестиционные фонды, банки, госорганы  Условия:  Конкурентный уровень доходa: оклaд + премии; Медицинcкaя cтрaховкa, cтрaховкa для выезжaющих зa грaницу; Доплaтa к отпуcкному и больничному лиcту; Дополнительные льготы при зaключении брaкa и рождении детей; Cоциaльнaя поддержкa при cложных жизненных cитуaциях; Льготное кредитовaние для cотрудников; Обучение в корпорaтивном универcитете бaнкa. ","Финансовое моделирование, Корпоративные финансы, Управление проектами, Оценка инвестиционных проектов, Слияния и поглощения, Проектное финансирование",От 3 до 6 лет,Нет,Selecty,15000,150000,С вычетом налогов,Рубли,Москва,12:17:54 22/06/2003
Information Security Policy Specialist (Methodology),"With over 1,500 employees of more than 88 nationalities, Exness is the place for global teamwork, incredible leadership, a learning culture, and constant development. Unlimited by time zones, Exnessians from around the world have worked seamlessly together since 2008 to provide our traders with the best possible trading experience. Today, we stand proud with over 300,000 active traders and 2.5 trillion USD in monthly trading volume. Your role at Exness: Information Security Policy Specialist is a core role in the Information Security Department. You will be involved in the complete development of general and technical policies and the preparation of compliance. We are at the very beginning of the journey of building this huge security department. We have gathered the best specialists on the market to assemble a large team of security experts. Join the team now and you will have the opportunity to build a bright career and one of the best security offices in IT. You will:  Translate recommendations from subject matter experts, vendors, and industry standards, guidelines, and best practices into high-quality, coherent information security policies, standards, and guidelines; Development and maintenance of practice-driven information security policies, standards, and guidelines (in English and Russian); Harmonize content of IS documents and materials with other Exness policies and standards, ISO/IEC 27001/27002 information security standard, as well as information security regulatory requirements; Collaborate with Information Security, Technology, Legal, Data Governance &amp; Management teams; Write, edit and maintain IS documentation, awareness, and training materials for internal business users, IT professionals, and Exness leaders; Verify the relevancy and accuracy of IS documentation and awareness materials; Brainstorm, recommend, and implement improvements to IS documentation, awareness materials, internal team programs, frameworks, and processes.  The ideal candidate:  At least 3 years of practical experience in Information Security, of which at least two years as a security methodology specialist; Knowledge of information security policies/principles of handling and protecting information; Knowledge and understanding of the requirements of foreign security standards (GDPR, ISO 27001/27002, PCI DSS, etc., NIST recommendations, CIS Benchmarks); Ability to organize, structure, and prioritize information from multiple sources; Must be able to work independently and with minimal direct supervision; Focused on how to best convey information clearly and concisely; Systems thinking and attention to details; General acquaintance with regulatory frameworks and compliance requirements associated with financial services is a plus; Strong English language skills.  Would be a plus  Information security &amp; IT certifications; Project management certifications; Well-developed soft skills.  What we offer:  A reasonably estimated and attractive package (competitive salary based on your expectations and internal benchmark) with the ability to start working remotely anywhere in the world; Company Car - the company will provide Exness-branded cars to those who relocated, parking near the office or a bus tickets; We’ll pay school or kindergarten fees (Annual Registration or Tuition Fees, Regular term fees, Half day service to kindergartens) for your children between 0 years - 18 years, up to three (3) children; L&amp;D - support your need to replenish your knowledge and acquire new skills to do your job better via Continuous product education, Professional training &amp; Certifications, Soft skill training, Language classes, and our very own Exness library ; Sports Benefits - Our very own Sports Club with dedicated coaches doing group and individual training, on-site and online, sharing healthy recipes and life hacks + Free Sanctum Club Membership for you and your spouse. Jet Skis (if you have a speed boat operator license) ; Medical - Besides having a Corporate Doctor, we cooperate with one of the biggest international insurance companies to provide medical insurance for you and your families. Coverage is provided for you, your spouse, and your children up to 18 years old. It includes Inpatient, Outpatient, and international support.Sounds like you? Apply and we will arrange a video call:) ","PCI DSS, GDPR, ISO 27001/27002, Security",Более 6 лет,Нет,EXNESS Global Limited,4500,6000,С вычетом налогов,Евро,Москва,01:04:20 20/06/2014
Team Lead of QA (office),"Team Lead of QA (office full time) Bright Pattern Inc (USA) - провайдер и разработчик облачной телекоммуникационной платформы контактных центров. Наш продукт и сервис обрабатывает сотни миллионов мультиканальных обращений в минуту по всему миру. Мы технологически глобально сотрудничаем с IBM, Google, Amazon, SalesForce и другими платформами. Мы разрабатываем удобный call-center, который уже умеет синтезировать речь, обучаться и распознавать настроение пользователей, создавать аналитические отчеты, строить сложные сценарии с использованием чат-ботов, поддерживать омниканальные соединения и много чего еще! Мы постоянно совершенствуем наш продукт и делаем все возможное, чтобы клиенты по всему миру были довольны нашим сервисом. Приглашаем Team Lead of QA стать частью нашей московской команды. Обязанности:  Быть лидом небольшой части московской QA команды Тестировать функционал продукта, описывать тест-кейсы Составлять отчеты, анализировать результаты тестирования Oрганизация и поддержка процессов тестирования Улучшение текущих показателей, анализ проблем и выстраивание стратегий развития, статистика и отчётность о проделанной работе Успешное взаимодействие со смежными командами (в т.ч. удаленными)  Необходимые навыки:  Знание теории тестирования, техник тест-дизайна, опыт ручного и автоматического тестирования (как плюс) Опыт работы в качестве QA инженера от 5 лет Уровень английского языка - B1. Разговорный английский будет плюсом. Опыт работы с БД (MySQL, MongoDB как преимущество) Опыт работы с Linux  Что мы предлагаем:  Гибкий график работы в офисе в центре Москвы (м. Пушкинская/Тверская) Действительно интересный продукт и сильная, дружная команда Бесплатные комплексные обеды в офис несколько раз в неделю Оформление - прямой контракт с американской компанией Bright Pattern, Inc. Оплачиваемые больничные, праздники, отпуск 28 календарных дней Командировки (по желанию) в главный офис в Калифорнии ","Тестирование, QA, Linux, SQL, Управление командой, Ориентация на результат",От 3 до 6 лет,Нет,"Bright Pattern, Inc",70000,55000,Без вычета налогов,Рубли,Москва,18:14:45 16/10/2020
Ruby Developer,"Andersen is a pre-IPO software development company providing a full cycle of services. For over 14 years, we have been helping enterprises and middle-sized firms worldwide transform their businesses by creating effective digital solutions using innovative technologies. Andersen is a European IT company uniting over 3,100 top-class professionals: developers, architects, testers, analysts, and other specialists. Our employees are located all over the world, but we all are Andersen Family! Operating in the market since 2007, we have developed more than 1,000 outstanding projects for the financial sector, healthcare, logistics, travel and hospitality, telecom, the automotive industry, etc. Among Andersen’s customers are Samsung, Johnson &amp; Johnson, Ryanair, Europcar, TUI, Verivox, Media Markt, Shypple, and other corporations. Thanks to the acquired expertise and reputation, we have a stable influx of high-tech projects from the above companies and new customers. We have been repeatedly recognized in various countries as the best IT employer. Andersen offers a high salary, comfortable working conditions, a considerable social package, professional growth, and certification. Andersen, an international IT company, invites an experienced Ruby Developer to work on a project for one of our German partners. The project is the development of an application for online insurance. The customer is a digital insurance company that protects the property and cars of more than 150,000 customers in Germany and the United Kingdom against risks.Technology stack: Ruby on Rails, PostgreSQL, Sidekiq, Redis, Heroku, AWS, REST API. Must-haves:   Commercial Ruby development experience for 3+ years;   Experience with Ruby on Rails;   Experience with RSpec and Heroku;   Experience with PostgreSQL;   Understanding of integration and creating well tested and documented APIs;   Knowledge of OOP principles, SOLID, DRY, KISS, DDD;   Experience with Agile methodologies;   Excellent communication skills, teamwork skills, willingness to learn new tools and technologies;   Level of English — Intermediate.     Reasons why this job would be interesting to you:  Andersen cooperates with such businesses as Samsung, Johnson &amp; Johnson, Ryanair, Europcar, TUI, Verivox, Media Markt, Shypple, etc. This project is just your beginning here – working with us means reliability and prospects; We have been strengthening our expertise since 2007. During this time, we have formed excellent teams with streamlined processes, where you can learn something new from your colleagues every day and enjoy your work; We welcome specialists from every part of the world; The salaries are pegged to the US dollar, and our employees are provided with a benefit package and an extensive set of bonuses; There are many different ways to grow and develop at our company. You can improve as a specialist or a manager, and all your activities will be decently rewarded; Our employees have access to Andersen Knowledge Base, where they can take courses on the art of negotiation, project management, Machine Learning and Data Analysis, DevOps practices, programming languages, cloud services, and more.  We invite you to join our team!","Ruby On Rails, Ruby, RSpec",От 3 до 6 лет,Нет,Andersen,55000,55000,С вычетом налогов,Рубли,Нур-Султан,11:30:53 26/11/2003
Разработчик front-end,"Главгосэкспертиза России – драйвер цифровой трансформации и ИТ-инноваций всей строительной отрасли страны. Наша команда Центра цифровой трансформации – это сплоченный коллектив профессионалов из различных отраслей со всей России, объединенных общей целью создания и развития собственных программных продуктов на базе актуальных технологий. Главная наша ценность – это люди, и именно твои мнение и опыт, смелые предложения и идеи, конструктивно высказанные сегодня, определят то, как экспертиза и строительство будут выглядеть завтра. Сразу о главном:  Вся команда in-house, а подрядчиков привлекаем, только если это действительно необходимо; Используем СПО, технологии выбираем сами, используем микросервисный подход; На создание продукта у нас примерно 2 года, а дальше – его непрерывное развитие и улучшение; Нам важны не столько технические компетенции и опыт, сколько глубокая вовлеченность и заинтересованность в достижении результата; Да, мы из госсектора, но наша команда не про процессы, а про решения.  В только что стартовавший проект по созданию нового корпоративного продукта ты придешь на роль front-end разработчика. Ключевые технологии и навыки, которыми ты владеешь:  React, React Native, Redux; Препроцессорные языки less/sass/scss; Умеешь верстать по макетам (Figma).    Твое огромное преимущество:  Опыт Front-End разработки – от 3 лет; React + mobx; Опыт в оптимизации приложений.  Что мы готовы предложить:  Формат работы на твой выбор: офис/дистанционно, 5/2, с 9 до 18:00 (сокращенный рабочий день в пятницу); Уровень стабильной заработной платы: обсуждаем индивидуально; Компенсация профессионального обучения, внутреннее обучение; Полный соцпакет; ДМС (включая стоматологию и международную страховку); Корпоративные мероприятия (спорт, клубы по интересам, лекции, &quot;зеленые&quot; и осознанного потребления принципы в офисе). ","Redux, React, JavaScript, React Native, MobX",От 3 до 6 лет,Нет,Главгосэкспертиза,90000,150000,С вычетом налогов,Рубли,Москва,11:40:15 22/06/2011
Сетевой инженер группы эксплуатации телекоммуникационной инфраструктуры,"Обязанности:  Работа с обращениями в системе поддержки пользователей; Планирование и развитие эксплуатируемой ИТ инфраструктуры; Внедрение ИТ решений для автоматизации, оптимизации работы ИТ инфраструктуры. Эксплуатация и мониторинг сетевого оборудования; Настройка и сопровождение сетевого оборудования; Сопровождение и обеспечение бесперебойной работы базовых информационных сервисов компании; Обеспечение работоспособности:   Систем корпоративной аудио/видео связи на базе продуктов Cisco (UCM/CMS) Корпоративных систем передачи данных (LAN/WAN/VSAT) Систем обеспечения сетевой и информационной безопасности (IPsec, SSL VPN, МСЭ, Firewall, AAA, Radius, 802.1x) Систем аудита и мониторинга сети   Управление средствами мониторинга, выявление потенциальных проблем в работе сетевого оборудования; Техническая поддержка и помощь пользователей; Планирование и проведение изменений конфигураций, документирование проведённых изменений; Внедрение и сопровождение новых продуктов и технологий; Разработка и ведение эксплуатационной документации; Выявление ошибок пользователей и сетевого программного обеспечения, восстановление работоспособности систем; Подготовка отчётов и справок по направлению деятельности  Требования:  Высшее или среднее специальное образование; Знание английского языка (чтение технической документации)  Опыт работы от 2 лет;  Знание и понимание основ ITIL/ITSM  Условия:  График работы 5/2 ; ДМС включая стоматологию с первого рабочего дня; Предоставление корпоративной мобильной связи; Оформление по ТК РФ. ","Cisco, Терминальные серверы, MS Exchange",От 1 года до 3 лет,Нет,Газстройпром,100000,130000,С вычетом налогов,Рубли,Санкт-Петербург,09:10:43 24/06/2006
Аналитик,"У нас сейчас открыта вакансия в команду, которая занимается разработкой профессионального голосового ассистента для врачей – Voice2Med. Voice2Med уже помогает врачам более чем в 30 регионах РФ. Все поликлиники города Москвы оснащены нашей технологией. Она понимает медицинскую терминологию, аббревиатуры, сокращения и знает, как оформлять их в тексте итогового заключения. Сейчас перед командой стоит амбициозная задача – вывести продукт на новый уровень, внедрить и обеспечить его стабильную работу в медицинских учреждениях по всей стране, поэтому мы расширяем команду. Обязанности:  Анализ, моделирование и документирование предметной области; Выявление потребностей пользователей; Разработка функциональных и технических требований к ПО; Сбор, анализ, управление требованиями; Формализация и документирование требований; Участие в проектировании ui; Проработка задач для команды разработки; Поддержка разработчиков на всех этапах процесса разработки; Анализ и участие в проработке проектной документации - ТЗ, ПМИ и др.  Требования:  Базовые знания современных технологий: понимание принципов ООП, клиент-серверной архитектуры, способов и форматов передачи данных, основ баз данных; Опыт написания бизнес требований, функциональных требований, технических заданий к информационным системам; Опыт написания проектной документации - ТЗ, ПМИ, ПЗ и др.  ПОЧЕМУ МЫ?  сильная команда профессионалов, амбициозные задачи и масштабные проекты; возможность непосредственно влиять на продукт и своё развитие в компании; участие в международных конкурсах; забота о твоем здоровье: расширенный пакет ДМС с первой недели работы, служба психологической поддержки; внимание к твоему развитию: курсы английского, возможность проходить обучение, тренинги, доступ к библиотеке, мастер-классы; корпоративный спорт от футбола и хоккея до йоги и пилатеса, участие во внешних соревнованиях; оплата участия в топ-конференциях ","Английский язык, Разработка технических заданий, Управление проектами, ООП, Бизнес-анализ",От 3 до 6 лет,Нет,ЦРТ | Группа компаний,55000,55000,С вычетом налогов,Рубли,Санкт-Петербург,08:12:58 28/01/2015
Senior Backend developer - Golang (US contract),"Bright Pattern Inc (USA) - провайдер и разработчик облачной телекоммуникационной платформы контактных центров. Наш продукт и сервис обрабатывает сотни миллионов мультиканальных обращений в минуту по всему миру. Мы технологически глобально сотрудничаем с IBM, Google, Amazon, SalesForce и другими платформами. Мы разрабатываем удобный call-center, который уже умеет синтезировать речь, обучаться и распознавать настроение пользователей, создавать аналитические отчеты, строить сложные сценарии с использованием чат-ботов, поддерживать омниканальные соединения и много чего еще! Приглашаем Вас присоединиться к нашей опытной команде инженеров в качестве Senior Backend разработчика. Задачи:   Работа над проектом, который направлен на улучшение системы менеджмента контактного центра, разработка с нуля планируется на Golang  Основные требования:  Хорошие знание и опыт коммерческой разработки на Golang (от 1 года) Опыт бэкенд разработки не менее 6 лет Опыт разработки многопоточных приложений Опыт работы с базами данных SQL и NoSQL Английский язык (техническая документация и переписка)  Условия работы:  Участие в создании сложного высоконагруженного продукта с реальными пользователями Гибкий график работы, возможно удаленно или из офиса в Москве Работа в инженерной команде высокого уровня По желанию – командировки или релокация в наш главный офис в штат Калифорния по визе L1 Оформление - бессрочный контракт с Bright Pattern (USA) Отпуска, больничные, праздники оплачиваются ","MongoDB, MySQL, SQL, Golang, ООП",От 3 до 6 лет,Нет,"Bright Pattern, Inc",100000,100000,С вычетом налогов,Рубли,Москва,01:17:57 26/04/2003
Data Analyst в Operations,"Skyeng — трендсеттеры в онлайн-образовании. Каждый год мы запускаем новые продукты и направления, выходим на интересные рынки (как в России, так и за границей), разрабатываем образовательные технологии и методики для сотен тысяч взрослых и детей. Прямо сейчас команда Operations ищет Data-аналитика, чтобы создавать лучшие Data-продукты для поддержки преподавателей Skyeng. Мы следим за тем, чтобы все процессы были отлажены и работали как часы — это помогает компании добиться максимальной удовлетворенности клиентов и высокого качества услуг. Твои задачи   Выстраивать отчеты, дашборды, визуализацию данных;   Создавать adhoc отчетов и выгрузок;   Консультировать пользователей и заказчиков по методологии расчетов, используемых при формировании отчетности;   Настраивать репликации данных и сборку датасорсов (ETL);   Создавать новые метрики и KPI (разработка методологии расчета, согласование методологии и источников данных с заказчиком и руководителем);   Выстраивать прогнозы;   Проводить исследования;   Формулировать и проверять гипотезы.   Наш идеальный кандидат   Знает SQL;   Работал с Python;   Имеет базовые знания математической статистики;   Умеет докапываться до проблем бизнеса, видеть картинку широко;   Проактивен, задает нужные вопросы, продумывает решения, которые помогут бизнесу;   Делает удобно и надолго, а не просто закрывает задачу;   Приносит не просто графики в вакууме, а дает бизнесу полезные рекомендации и помогает в принятии решений;   Любит учиться и всегда стремится к развитию;   Хотел бы работать в сильной и высококвалифицированной команде.   Преимущества вакансии   Сильные продукты и социально значимые амбициозные цели. Мы меняем сферу образования и делаем учебу увлекательнее, чем Netflix.   Свобода действий. Каждый имеет возможность настраивать процессы, включаться в разнообразные проекты, запускать и развивать продукты, которые нужны людям.   Продуктовый подход. Опираемся на исследования и метрики, фокусируемся на результате, который приносит клиентам реальную пользу.   Удаленка здорового человека. Никто не контролирует, во сколько ты начинаешь работать и где находишься, главное — результат, которого ты пообещал достичь.   Обучение и мотивация. Отправляем на внутренние и внешние профессиональные курсы за счет компании, готовим к публичным выступлениям, помогаем составить персональный план развития.   Атмосфера, где слышат и понимают. Предлагай любую идею или конструктивно критикуй — твое мнение не останется без внимания и может все изменить.   Скидка 50% на уроки в Skyeng каждому сотруднику и его другу/родственнику.   Бонусы от наших партнеров — Нетологии, Codeschool и других.    ","Python, SQL, ETL, Tableau, BI",От 1 года до 3 лет,Нет,Skyeng,35000,80000,С вычетом налогов,Рубли,Москва,14:33:22 16/07/2023
Data Analyst в Operations,"Skyeng — трендсеттеры в онлайн-образовании. Каждый год мы запускаем новые продукты и направления, выходим на интересные рынки (как в России, так и за границей), разрабатываем образовательные технологии и методики для сотен тысяч взрослых и детей. Прямо сейчас команда Operations ищет Data-аналитика, чтобы создавать лучшие Data-продукты для поддержки преподавателей Skyeng. Мы следим за тем, чтобы все процессы были отлажены и работали как часы — это помогает компании добиться максимальной удовлетворенности клиентов и высокого качества услуг. Твои задачи   Выстраивать отчеты, дашборды, визуализацию данных;   Создавать adhoc отчетов и выгрузок;   Консультировать пользователей и заказчиков по методологии расчетов, используемых при формировании отчетности;   Настраивать репликации данных и сборку датасорсов (ETL);   Создавать новые метрики и KPI (разработка методологии расчета, согласование методологии и источников данных с заказчиком и руководителем);   Выстраивать прогнозы;   Проводить исследования;   Формулировать и проверять гипотезы.   Наш идеальный кандидат   Знает SQL;   Работал с Python;   Имеет базовые знания математической статистики;   Умеет докапываться до проблем бизнеса, видеть картинку широко;   Проактивен, задает нужные вопросы, продумывает решения, которые помогут бизнесу;   Делает удобно и надолго, а не просто закрывает задачу;   Приносит не просто графики в вакууме, а дает бизнесу полезные рекомендации и помогает в принятии решений;   Любит учиться и всегда стремится к развитию;   Хотел бы работать в сильной и высококвалифицированной команде.   Преимущества вакансии   Сильные продукты и социально значимые амбициозные цели. Мы меняем сферу образования и делаем учебу увлекательнее, чем Netflix.   Свобода действий. Каждый имеет возможность настраивать процессы, включаться в разнообразные проекты, запускать и развивать продукты, которые нужны людям.   Продуктовый подход. Опираемся на исследования и метрики, фокусируемся на результате, который приносит клиентам реальную пользу.   Удаленка здорового человека. Никто не контролирует, во сколько ты начинаешь работать и где находишься, главное — результат, которого ты пообещал достичь.   Обучение и мотивация. Отправляем на внутренние и внешние профессиональные курсы за счет компании, готовим к публичным выступлениям, помогаем составить персональный план развития.   Атмосфера, где слышат и понимают. Предлагай любую идею или конструктивно критикуй — твое мнение не останется без внимания и может все изменить.   Скидка 50% на уроки в Skyeng каждому сотруднику и его другу/родственнику.   Бонусы от наших партнеров — Нетологии, Codeschool и других.    ","Python, SQL, ETL, Tableau, BI",От 1 года до 3 лет,Нет,Skyeng,50000,90000,С вычетом налогов,Рубли,Санкт-Петербург,01:16:30 08/05/2009
Рабочий по комплексному обслуживанию зданий,"Обязанности: выполнение несложных строительных видов работ   Требования: ответственность, трудолюбие   Условия: пятидневная рабочая неделя, возможный график 2/2  ","Пользователь ПК, Работа в команде, Быстрая печать, Работа в условиях многозадачности, Работа с компьютером",Нет опыта,Нет,"ФГБУ Объединенный санаторий Сочи, УДП РФ",25000,27000,С вычетом налогов,Рубли,Сочи,07:18:27 25/04/2007
Инженер по ремонту ККТ,"Обязанности: В компании открыта вакансия - Выездной инженер по кассовым аппаратам Эвотор, Атол, Штрих.Самые популярные кассы - Эвотор и Атол занимают основную долю парка ККТ. Нам нужен сотрудник, который не побоится решать вопросы, связанные с ремонтом и обслуживанием кассовой техники, регистрацией в ФНС и заменой ФН.  80% - это выезды к клиентам для ремонта, замены ФН, регистрации кассы в ФНС, проведению обучения, подключению оборудования; установка клиентам приложений на онлайн-кассе Эвотор (поможем освоить) консультирование клиентов по телефону, либо удаленное подключение для устранения неполадок; подключение и настройка ЭЦП, честного знака, ЭДО; настройка обмена с 1С и простые автоматизации на основе 1С и Фронтол выполнение поручений Руководителя Сервисной службы работа с оборудованием: установка приложений, обновление касс под актуальную прошивку, знание списка совместимого оборудование  Требования:  Знание кассовой техники АТОЛ, ЭВОТОР, ШТРИХ коммуникабельность исполнительность и ответственность работа в команде заинтересованность в работе идейность опыт работы в кассовой сфере не менее 1 года  Условия:  возможность заниматься любимым делом в команде профессионалов оплата мобильной связи, проезда для выезда к клиентам комфортабельный офис, 7 минут от метро Перово выходные сб-вск столовая с вкусной едой в здании бизнес-центра, около офис повышение квалификации за счет периодического обучения и семинаров дружный и сплоченный коллектив коллектив ","Выездное обслуживание, Настройка ПК, Техническое обслуживание, Настройка ПО, Ремонт ПК, ЭЦП, ЭДО, Работа с кассовым аппаратом, Общение с клиентами, Умение работать с клиентами",От 1 года до 3 лет,Нет,Сервисный центр ЭКСПЕРТ,40000,60000,С вычетом налогов,Рубли,Москва,16:03:03 25/09/2016
