name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Ученик оператора станков с ЧПУ,"АО &quot;Аконит-Урал&quot; - это четвертая производственная площадка НПО «Аконит» - одного из лидеров российского рынка, поставщиков комплексных решений в области конвейерного транспорта и комплектующих. Компания основана в 2002 году. Продукция Компании «Аконит» эксплуатируется более чем в 80 регионах России, востребована на предприятиях различных отраслей — металлургической, химической, угольной, энергетической, цементной. Успешное развитие компании происходит благодаря высокому уровню профессиональных знаний и умений всех сотрудников, разделяющих наши корпоративные ценности, и стремящихся к развитию как личному, так и организации в целом. Мы будем рады видеть вас в команде инициативных и вовлеченных сотрудников, готовых решать сложные задачи и реализовывать интересные проекты! Обязанности:  Настройка и наладка токарных станков ЧПУ разных типов; Выполнение нормированного задания; Умение читать чертежи.  Требования:  Образование профессионально-техническое; Базовые навыки использования мерительного инструмента; Уверенный пользователь средств измерений (штангенциркуль, микрометр, нутрометр, штангенрейсмас и т.д.)  Условия:  Работа в крупной Российской компании Трудоустройство согласно ТК РФ Гарантированный доход плюс премиальное вознаграждение График работы сменный 2/2 (по 12 часов, дневные и ночные смены) Корпоративное обучение и повышение квалификации Качественная, удобная и бесплатная спецодежда ДМС Материальная помощь и социальная поддержка Компенсация затрат на занятия спортом 70% Место работы Особая экономическая зона &quot;Алабуга&quot; Бесплатная доставка к месту работы и обратно (г. Елабуга) Компенсация ГСМ (Наб.Челны, Менделеевск, Мамадыш) ",Turbo Pascal,noExperience,False,Аконит-Урал,37000.0,37000.0,False,RUR,Мамадыш,19:35:13 18/07/2022
CTO / Технический руководитель,"Привет! Мы в поисках технического руководителя для команды инвестиционного фонда. Фонд специализируются на прямых и венчурных инвестициях в Европе и на развивающихся рынках, инвестируя в быстрорастущие компании из таких секторов как здравоохранение, образование, финансовые услуги, потребительские услуги и технологии. Основные задачи:   Управлять текущей IT-инфраструктурой компании   Сформировать стратегию развития IT-инфраструктуры   Управлять командой (основные сотрудники\ фрилансеры)   Автоматизировать внутренние процессы   Внедрять новые инструменты для оптимизации работы   Участвовать в Due Diligence других компаний   Ожидания от кандидата:   Опыт управления командой   Опыт взаимодействия с собственниками\бизнесом   Опыт в роли фулстека (язык программирования значения не имеет)   Опыт работы в финансовом рынке — как преимущество   Понимание рынка инвестиций   Здорово, если есть знания в таких направлениях как AI, Data Science, Blockchain   Самостоятельный в принятии решений, проактивный   Хороший уровень коммуникаций   Свободный английский   Условия:   Работа из любой точки мира   Заработная плата в рынке   Самостоятельность в принятии решений   Возможность использовать различные технологии, внедрять новые инструменты   В процессе Due Diligence возможность взаимодействовать с лучшими специалистами в ИТ на международном рынке и познакомиться с самыми современными технологиями   ДМС, компенсация обучения и расходов на спорт  ","Английский язык
Управление персоналом
Ведение переговоров
Обучение и развитие
Взаимодействие с инвестиционными фондами
Стратегическое мышление",between1And3,False,Skyeng,350000.0,450000.0,False,RUR,Москва,19:49:24 05/07/2022
Дизайнер,"Обязанности: Печать: Разработка макетов для наружной рекламы Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее) Интернет: Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)   Требования:  Опыт работы графическим дизайнером Умение готовить Файлы в печать Портофолио желательно, будет небольшое тестовое задание  Условия:  Работа полностью удаленная Гибкий график частичная занятость (работа под конкретную задачу) возможна работа из любого региона Фиксированная оплата за месяц оформление через самозанятость ","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,False,Главпирог,15000.0,15000.0,False,RUR,Москва,19:49:52 05/07/2022
Дизайнер,"Обязанности: Печать: Разработка макетов для наружной рекламы Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее) Интернет: Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)   Требования:  Опыт работы графическим дизайнером Умение готовить Файлы в печать Портофолио желательно, будет небольшое тестовое задание  Условия:  Работа полностью удаленная Гибкий график частичная занятость (работа под конкретную задачу) возможна работа из любого региона Фиксированная оплата за месяц оформление через самозанятость ","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,False,Главпирог,15000.0,15000.0,False,RUR,Санкт-Петербург,19:49:52 05/07/2022
Дизайнер,"Обязанности: Печать: Разработка макетов для наружной рекламы Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее) Интернет: Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)   Требования:  Опыт работы графическим дизайнером Умение готовить Файлы в печать Портофолио желательно, будет небольшое тестовое задание  Условия:  Работа полностью удаленная Гибкий график частичная занятость (работа под конкретную задачу) возможна работа из любого города в одном часовом поясе с Москвой Фиксированная оплата за месяц оформление через самозанятость ","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,False,Главпирог,15000.0,15000.0,False,RUR,Воронеж,19:49:52 05/07/2022
Дизайнер,"Обязанности: Печать: Разработка макетов для наружной рекламы Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее) Интернет: Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)   Требования:  Опыт работы графическим дизайнером Умение готовить Файлы в печать Портофолио желательно, будет небольшое тестовое задание  Условия:  Работа полностью удаленная Гибкий график частичная занятость (работа под конкретную задачу) возможна работа из любого региона Фиксированная оплата за месяц оформление через самозанятость ","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,False,Главпирог,15000.0,15000.0,False,RUR,Краснодар,19:49:52 05/07/2022
Дизайнер,"Обязанности: Печать: Разработка макетов для наружной рекламы Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее) Интернет: Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)   Требования:  Опыт работы графическим дизайнером Умение готовить Файлы в печать Портофолио желательно, будет небольшое тестовое задание  Условия:  Работа полностью удаленная Гибкий график частичная занятость (работа под конкретную задачу) возможна работа из любого региона Фиксированная оплата за месяц оформление через самозанятость ","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,False,Главпирог,15000.0,15000.0,False,RUR,Казань,19:49:52 05/07/2022
Дизайнер,"Обязанности: Печать: Разработка макетов для наружной рекламы Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее) Интернет: Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)   Требования:  Опыт работы графическим дизайнером Умение готовить Файлы в печать Портофолио желательно, будет небольшое тестовое задание  Условия:  Работа полностью удаленная Гибкий график частичная занятость (работа под конкретную задачу) возможна работа из любого региона Фиксированная оплата за месяц оформление через самозанятость ","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,False,Главпирог,15000.0,15000.0,False,RUR,Тула,19:49:52 05/07/2022
Технический писатель,"Российская компания – системный интегратор с 25-летним стажем (основная специализация – ИБ) – приглашает Технического писателя. Требования:  Высшее техническое образование, опыт работы с текстами обязателен. Опыт разработки технической и рабочей документации Владение пакетом MS Office и отличное знание MS Word Знание и умение оформления документации в соответствии с ГОСТ Знание нормативов в области написания тех. Документации Желателен опыт работы в должности технического писателя, участия в НИР, ОКР. Желательно знание нормативно-методической документации в области ИБ, национальных и международных стандартов в области ИБ, владение соответствующей терминологией.    Обязанности:  Разработка комплекта документации: отчеты НИР, технико-экономическая, документация эскизного, технического и рабочего проекта, пояснительные записки и общие описания решения, составление спецификаций, смет, схем и иных документов по ГОСТ и по внутренним стандартам заказчика. Обработка отдельных элементов технической документации для составления единых документов, поддержка документации в актуальном состоянии.    Условия:  Оформление по ТК, оплачиваемый мобильный телефон График ПН-ПТ с 09:30 до 18:00 Зарплата 100 000 – 120 000 руб. на руки (определяется по итогам собеседования) Наличие бонусов по результатам проекта; Оплаты обучения/сертификационных экзаменов; Реальные перспективы роста; Компания расположена в центре Москвы   ","Грамотная речь
Написание текстов
Английский язык
Грамотность
Техническая документация",between1And3,False,"Эксперт, Кадровый Центр",100000.0,120000.0,False,RUR,Москва,19:58:39 05/07/2022
Web-разработчик / Специалист по интернет-продвижению,"ООО «Некс-Т», ТМ NexTouch – крупнейший российский производитель интерактивного оборудования, средств вычислительной техники, программного обеспечения, аппаратно-программных комплексов, в том числе для людей с ОВЗ. Работаем с 2013 года. По данным аналитической компании ITResearch компания является лидером по количеству произведенных и реализованных сенсорных панелей в России. Обязанности:  Web: разработка сайтов, составление плана развития проекта, разработка функционала, верстка по макетам из Фигмы, дальнейшее сопровождение/доработка и обслуживание проектов (Wordpress)Возможно! Написание дополнительного функционала на сайт SEO: регулярная работа по оптимизации в поисковых системах, расширению семантического ядра, отслеживанию конкурентов, заказ текстов у копирайтеров, написание заголовков в соответствии с продвигаемыми запросами Контекст: настройка и ведение рекламных кампаний в ЯндексДирект (Поиск и РСЯ, оптимизация кликов, конверсий, возможно! ручное управление ставками) Постановка задач штатным графическим дизайнерам для разработки макетов под верстку с учетом технических нюансов Работа под руководством менеджера по маркетингу и продукту, развитие одного бренда и суббрендов Составление отчетов (планирование, анализ эффективности) и предложений по продвижению  Требования:  Уверенное знание: Wordpress, опыт работы и разработки не менее 3 лет; основные плагины Wordpress (woocommerce, js-composer и другие подобные) Владение и опыт работ с фреймворками - bootstrap, jquery, vue.js, использование в проектах; опыт работы с yii2, git и composer Уверенное владение: CSS-верстка, разметка, html5 Базовые знания: Figma, Photoshop - достаточные для вёрстки страниц; PHP; SQL (работа с MySQL через phpmyadmin, через консоль); js; настройка API Опыт настройки apache, nginx, взаимодействие с удаленным сервером через ssh Понимание как создаются сайты, оптимизированные для продвижения, для высокого трафика посетителей Опыт настройки и ведения рекламных кампаний в ЯндексДирект, GoogleAds  Условия:  График работы пн-пт на выбор: 09-18 / 10-19, перерыв на обед 1 час Офис в 10 минутах от метро Текстильщики на территории ОЭЗ Технополис «Москва» Молодой коллектив, отсутствие строгого дресс-кода (в период важных встреч или съемок необходим офисный стиль, мы обычно заранее предупреждаем) Мы работаем в Битрикс-24 — основной TaskManager Испытательный срок — 3 месяца. Оформление с первого дня. ","MySQL
PHP
HTML5
jQuery
CMS Wordpress
Figma
SEO
SEO оптимизация
CSS
Yii2
Продвижение сайтов
Технический аудит сайта
Контекстная реклама
Яндекс.Директ
Яндекс.Метрика",between3And6,False,Некс-Т,70000.0,80000.0,False,RUR,Москва,20:06:17 05/07/2022
Специалист на мебельное производство,"Уважаемые Соискатели! Для Производства мебели мы ищем СПЕЦИАЛИСТОВ для работы на станках! Требуются: корпусник, кроватчик, шлифовщик, маляр Обязанности:  Работа на производственных станках Соблюдение всех технологических процессов по производству мебели Выполнение плановых заданий по объему производства мебели, заготовок Правильная эксплуатация оборудования Соблюдение дисциплины, правил внутреннего распорядка, норм охраны труда, техники безопасности, производственной санитарии и противопожарной защиты. Соблюдение чистоты и порядка на своем рабочем месте Отчетность  Требования:  Обязательный опыт работы на мебельном производстве от 3-х лет Знание производственного оборудования и процесса Ответственный подход к работе Педантичность, пунктуальность Умение работать в команде Ориентация на результат!  Условия:  Место работы: Московская область, Раменский район, с. Никоновское Оформление по ТК РФ График работы: Пн.-Пт. с 09:00 до 18:00 Бесплатное проживание в гостинице Оплата труда: оклад+KPI Охраняемая производственная территория, теплое помещение цеха, столовая, комната отдыха, душ, раздевалка, персональные шкафчики. ","Работа в команде
Грамотная речь
Способность обучать других
Ориентация на результат
Чтение чертежей
Ответственность
Малярные работы
Шлифовальные работы",between3And6,False,Егоров Дмитрий Васильевич,60000.0,120000.0,False,RUR,Москва,20:10:07 05/07/2022
Специалист технического отдела,"Группа компаний «ТвинПро» осуществляет разработку, производство, поставку, продвижение и техническую поддержку сложных высокотехнологичных аппаратных и программных решений для создания электронных систем защиты объектов.   Цель должности: Техническое сопровождение потребителей продукции компании: АПК «Бастион-2», СКУД Elsys, ВСО «Пунктир-С», СОО «Заря».   Цель должности: Сопровождение потребителей продукции компании: АПК «Бастион-2», СКУД Elsys, ВСО «Пунктир-С», СОО «Заря». Обязанности:  подготовка спецификаций оборудования и технико-коммерческих предложений по техническим требованиям заказчиков, взаимодействие с отделом тестирования и отделом разработок при формировании облика новых продуктов, усовершенствования серийно выпускающихся, а также для устранения выявленных в процессе эксплуатации недостатков, тестирование новых образцов техники, предполагаемой к использованию в технических решениях группы компаний, в том числе на совместимость с продуктами компании, подготовка и проведение технических семинаров, вебинаров, обучающих и ознакомительных курсов, создание контента для наполнения интернет-ресурсов группы компаний, рекламных материалов, презентаций, регистрация, обработка вопросов, поступающих от потребителей по телефонам, мессенджерам, электронной почте, подготовка ответа на эти вопросы, диагностика и помощь в настройке оборудования путем удаленного подключения и (иногда) непосредственно на объектах.    Требования: 1. Образование: высшее законченное профильное. 2. Опыт работы: опыт работы в компании-интеграторе на инженерных должностях от 3 лет. 3. Знания, навыки, квалификация. Необходимые:  устройство и функционирование оборудования технических систем безопасности (контроль доступа, охранно-пожарная сигнализация, видеонаблюдение, системы периметральной охранной сигнализации), операционные системы семейства Windows, офисные, графические программы на уровне продвинутого пользователя, основы СУБД Oracle, СУБД Firebird, СУБД PostgreSQL, устройство, принципы работы и настройки локальных сетей передачи данных, широкая общетехническая эрудиция, грамотная устная и письменная речь, стрессоустойчивость, обучаемость.  Желательные:  опыт работы с АПК «Бастион» или другими интегрированными системами безопасности (установка, настройка, администрирование), опыт работы в техподдержке, владение письменным и разговорным английским языком.    Условия:  Оформление на работу, заработная плата и социальный пакет в соответствии с Трудовым Кодексом РФ. График работы – 5-ти дневная рабочая неделя, 8-часовой рабочий день. Возможны командировки по России сроком до 2 недель примерно 6-8 раз в год. Расположение офиса: в районе Барбошиной поляне. ","Проведение семинаров
Проведение презентаций
подготовка технико-коммерческих предложений
Технические системы и средства безопасности
Системы охранно-тревожной сигнализации
Настройка ПО
Настройка ПК
Системы видеонаблюдения
Системы контроля доступа",between3And6,False,ТвинПро,60000.0,75000.0,False,RUR,Самара,20:24:48 05/07/2022
Старший администратор инфраструктуры Linux (DevOps),"БИТ:ERP - инновационное подразделение внутри крупной международной IT компании. Перешли на 100% дистанционную работу ещё до того, как это стало мейнстримом :) Мы в поисках старшего DevOps-инженера в команду. Строим инфраструктуру на принципах immutable servers. Парк серверов на данный момент более 100 (постоянно растет). Все в облаках (VMWare, Yandex.Cloud). Технологический стек:1. Linux, Windows2. Postgres, MS SQL3. CI: GitHub Actions, Jenkins, Allure, Sonarqube4. 1C, Java, Python, C++5. RabbitMQ6. Terraform, Ansible, Consul, Packer7. Openvpn, Wireguard8. FaaS (Yandex)9. Docker ЗАДАЧИ   Перевод инфраструктуры в Yandex.Cloud (с использованием готовых сервисов) из облака на базе vmware   Интеграция облачных сервисов в инфраструктуру компании   Перевод 1С в окружении разработки и рабочего окружения с Windows+MS SQL на Linux+Postgres (тестовое окружение уже там)   Создание новой инфраструктуры на принципах immutable servers   Разработка инструментов и автоматизации процессов развертывания систем, проектов и окружений   Автоматизирование задач администрирования и мониторинга   ТЕХНОЛОГИЧЕСКИЙ СТЕК   Уверенные знания и опыт администрирования linux (Ubuntu 20.4)   Опыт работы с laaS/Pass   Автоматизация развертывания: GitHub Actions, Yandex.Cloud, aws, SberCloud,…   Знания и опыт администрирования 1С 8.3 (или желание разобраться)   Базовые знания и опыт администрирования windows   Опыт работы с системами мониторинга – планирование, развертывание, настройка, эксплуатация   Хорошее владение как минимум одним из скриптовых языков (python/shell/bash/groove)   Технический английский   ТРЕБОВАНИЯ   Продвинутые навыки программирования python/java/…   Опыт интеграции инфраструктуры предприятия с облачными сервисами Okta, OneLogin, jira, slack, zoom,…   Опыт конфигурирования и эксплуатации в высоконагруженных проектах Postgres/MS SQL   Уверенные знания и опыт администрирования 1С 8.3   БУДЕТ ПЛЮСОМ   Практический опыт конфигурирования и эксплуатации в высоконагруженных проектах MS SQL   Опыт работы с Vanessa Automation   Опыт интеграции инфраструктуры предприятия с облачными сервисами Okta, OneLogin, Atlassian, Slack, Zoom и т.п.   МЫ ПРЕДЛАГАЕМ  Возможность быть на острие прогресса, во всех смыслах: лучшие инструменты, методики, мировые практики не в теории, а в работе Интересные и сложные задачи, компетентный руководитель и коллеги 100% дистанционная работа (сотрудники подписывают официальные документы электронной подписью, приветствуем использование электронных трудовых книжек)  возможности для профессионального и карьерного роста  Оформление по ТК, стабильная белая зарплата (оклад)** Никакого мелкого шрифта :) ","1С программирование
Git
Scrum
DevOps
1С: Предприятие 8",between3And6,False,Первый Бит,150000.0,250000.0,True,RUR,Москва,20:35:53 05/07/2022
Project-manager / PM / Менеджер IT-проектов ‌,"ИТ-компания True.code занимается разработкой ПО для автоматизации производства и цифрровизации бизнес-процессов. Внедряем ИТ-решения и интегрируем их с ERP заказчика. Отрасли, в которых работают наши клиенты - нефтегазовая промышленность, телекоммуникационные системы, онлайн-образование, пищевое производство, машиностроение. Проектов становится все больше, в том числе международных, поэтому мы ищем менеджера IT-проектов (project manager) в нашу команду. Вам предстоит:   Проводить агрегацию требований заказчика (в xmind или подобных)   Составлять технические задания   Распределять нагрузку по специалистам и ставить им задачи (в Битрикс24)   Организовывать рабочий процесс и анализировать его эффективность   Осуществлять контроль хода, качества и сроков выполнения работ (ведение план-графика работ, контроль за выданными и выполненными объемами, соблюдение сроков и дедлайнов)   Создавать и вести внутреннюю /внешнюю документацию по проектам в формате проектной и отчетной документации   Формировать и согласовывать промежуточные итоги, итоговые отчеты, подготавливать презентации и отчеты для руководства и клиентов   Вести базу клиентов и выявлять дополнительные потребности при общении   Контролировать оказание услуг в соответствии с SLA   Ваши умения:   Выстраивать коммуникации с клиентами и партнерами, вести деловую переписку   Находить решения совместно с программистами, дизайнерами, тестировщиками   Понимать организацию процесса работы по гибким метода Scrum/Kanban и уметь применять «гибридный» подход   Готовность изучать наши продукты и услуги для демонстрации экспертности при переговорах   Знание английского языка дает возможность участия в наших международных проектах   Ваши плюсы:   способность анализировать ошибки, а не искать виноватых, что упрощает вам работу и помогает развивать команду   любовь к порядку, что позволяет не упускать важное и освобождает время для спокойной сосредоточенной работы   любые пройденные курсы по управлению проектами, которые дают системное понимание процесса работы   знания и опыт в UX-проектировании и аналитике, которые помогают понимать клиента и подбирать для него эффективное решение   знание английского языка (B1/B2), которое расширит географию проектов для вас   Мы предлагаем:   График работы 5/2 с 9:00 до 18:15 с обедом с 12:00 до 13:00   Уютный офис в Октябрьском районе Иркутска (ул. Красноказачья, ост. трамвая Депутатская)   Гибкий график, возможность удаленки   Отпуск 2 раза в год   Для заинтересованных в совместном росте с компанией мы даем:    Возможность участия в закрытых профильных мероприятиях для обучения   Работу, где можно прокачать свои скиллы и научиться новым - в нашей команде специалисты разных возрастов с разными компетенциями, которых мы ценим   Корпоративные курсы обучения английскому языку   Релокационные программы - возможность работать в нашем представительстве в Новой Зеландии    ","Английский язык
Управление проектами
Scrum
Деловая коммуникация
Организаторские навыки
Деловая переписка
Ведение переговоров
Навыки презентации",between1And3,False,Верный Код,40000.0,70000.0,False,RUR,Иркутск,20:39:46 05/07/2022
Frontend - разработчик Vue (remote/удаленно),"Данная позиция предполагает формат работы «full-time». Мы рассматриваем полностью удаленный формат работы (home-based). Что у нас есть:•Интересные задачи, четкие цели и свежие взгляды на разработку.•Технически сложные развлекательные онлайн-проекты, ориентированные на международную аудиторию (i-Gaming направление).•Глубокая экспертиза в создании высоконагруженных порталов, создание современных веб-решения, реализованные на свежих идеях.•Наша команда активно расширяется, и мы приглашаем JS разработчика, для участия в разработке frontend части нашего продукта. Какие задачи предстоит решать:•Работа с имеющимися и новыми проектами в Agile - команде;•Разработка пользовательских интерфейсов;•Разработка компонентов Vue.js;•Интеграция с Back-end;•Взаимодействие с менеджерами, дизайнером, back-end разработчиками;•Контроль качества кода, code-review, написание тестов. Вы нам подходите, если у вас есть:•Прекрасное знание JavaScript (es5/es6/es7: классы, импорты декораторы, arrow-функции, генераторы, промисы);•Опыт работы с одним из современных JS-фреймворков (Angular 2+, React, VueJS);•Уверенное знание HTML5 и CSS3;•Хорошее знание Webpack (понимание сборки и построение экосистемы);•Опыт работы с Git, продуктами Atlassian (Jira);•Умение писать красивый, эффективный и поддерживаемый код в соответствии с style guide;•Опыт написания unit-тестов. Будет весомым плюсом может быть:•Наличие open-source проектов (присылайте проекты или профили на GitHub);•Опыт разработки с мобильными версиями (PWA);•Опыт использования TypeScript;•Использование Mustache. Что мы предлагаем:•Фиксированный оклад (по результатам собеседования);•График работы: 5/2, 10:00 до 19:00;•Оформление по ТК РФ;•Своевременная выплата заработной платы;•Неограниченные перспективы для карьерного и профессионального роста;•100% оплата больничных, отпусков.","Vue
VueJS
JavaScript
TypeScript
PWA",between3And6,False,МАКСБИТСОЛЮШЕН,200000.0,250000.0,False,RUR,Москва,20:45:58 05/07/2022
Руководитель проектов,"Обязанности:  подготовка и согласование договоров организация процесса закупки материалов и оборудования, необходимых для выполнения работ взаимодействие с Заказчиком, с субподрядчиками, составление БДР/БДДС, формирование отчётов, сдача выполненных работ контроль работы субподрядных организаций взаимодействие с ГИПом по согласованию рабочей документации  Требования:  опыт работы в области управления проектом монтажа ВОЛС и установки телекоммуникационного оборудования будет вашим преимуществом стрессоустойчивость организаторские качества, умение расставлять приоритеты хорошее знание офисных программ, отличное знание Excel владение принципами деловой переписки навыки проведения переговоров  Условия:  5/2 возможны командировки ","Ведение переговоров
Организаторские навыки
Деловая переписка
Работа в команде
Деловое общение",between3And6,False,Техноград,80000.0,100000.0,False,RUR,Санкт-Петербург,20:57:59 05/07/2022
